timestamp,Station_1,Station_2,Station_3,Station_4,Station_5,total_busy_chargers
2023-01-01 00:00:00,2.2449960302635845,1.1640822424702384,0.0,3.3422181934630393,0.6330608410399642,7.384357307236827
2023-01-01 01:00:00,1.8090511176222783,2.5473886627802425,1.57226743507435,1.6584070370284911,0.5023903879981235,8.089504640503485
2023-01-01 02:00:00,6.1368304118888615,7.747480460353739,3.8090139112362134,4.8786352746069515,8.267996601099252,30.839956659185017
2023-01-01 03:00:00,2.788869482731595,5.679377980398675,5.235222223274828,5.637495326962108,8.874563673960859,28.215528687328067
2023-01-01 04:00:00,13.384596533435179,9.679605560172218,6.436656189664119,12.645904625096556,10.517347619166596,52.664110527534675
2023-01-01 05:00:00,17.92016653857386,14.570654959846284,10.625095113764814,13.93108190091219,15.110900313799398,72.15789882689654
2023-01-01 06:00:00,12.002164372738786,16.90773042650641,10.528386801649477,13.355115077007591,9.923992754073156,62.71738943197542
2023-01-01 07:00:00,14.445325459361896,12.655235081911828,18.725372266387204,16.681128634378336,9.728084738020465,72.23514618005973
2023-01-01 08:00:00,20.0,16.893396683861383,19.6990577775329,18.833872108553123,12.176676944713222,87.60300351466063
2023-01-01 09:00:00,18.10768957603976,20.0,17.996031009130252,17.17910133839098,20.0,93.28282192356099
2023-01-01 10:00:00,20.0,20.0,20.0,18.16726493666599,18.766429884350295,96.93369482101627
2023-01-01 11:00:00,20.0,18.731248111754116,17.51787564958998,20.0,20.0,96.2491237613441
2023-01-01 12:00:00,20.0,17.313309533638108,20.0,18.914232571342534,20.0,96.22754210498064
2023-01-01 13:00:00,16.299540577161633,17.92671519166729,18.554918203725062,20.0,20.0,92.78117397255399
2023-01-01 14:00:00,12.27201451195601,20.0,20.0,20.0,16.30272361720694,88.57473812916294
2023-01-01 15:00:00,17.562705238648167,19.89793290849907,20.0,20.0,20.0,97.46063814714724
2023-01-01 16:00:00,17.657433766362725,18.080997493679074,20.0,16.90761057784004,15.608165527200027,88.25420736508187
2023-01-01 17:00:00,20.0,18.2959976090976,16.31706454086361,14.170397757282036,12.840671931299813,81.62413183854305
2023-01-01 18:00:00,20.0,14.50286517037408,11.35240139334931,17.996052391567225,15.287123614537254,79.13844256982787
2023-01-01 19:00:00,11.295836210600482,19.727424831972655,8.166039920457766,8.478805422530312,6.659067040359505,54.32717342592072
2023-01-01 20:00:00,10.564053097483269,7.573873408036148,10.841535862041107,5.1778560251658465,11.238731829440583,45.39605022216695
2023-01-01 21:00:00,5.531959043160009,6.0223947588771045,11.67086224404728,11.004043038428414,10.235190885129903,44.46444996964271
